StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q.d1,Q.condition,Q.participant#,Q.sex,Q385,Q386,Q0p,Q0.5p_1,q0p1.5,q0p1.5_1,Q00p,Q00.5p_1,Q1,Q1.5_1,Q2,Q2.5_1,Q3,Q3.5_1,Q4,Q4.5_1,Q5,Q5.5_1,Q6,Q6.5_1,Q7,Q7.5_1,Q8,Q8.5_1,Qc1,Qc1.5_1,Qc2,Qc2.5_1,Qc3,Qc3.5_1,Qc4,Qc4.5_1,Q9,Q9.5_1,Q10,Q10.5_1,Q11,Q11.5_1,Q12,Q12.5_1,Q13,Q13.5_1,Q14,Q14.5_1,Q15,Q15.5_1,Q16,Q16.5_1,Q17,Q17.5_1,Q18,Q18.5_1,Q19,Q19.5_1,Q20,Q20.5_1,Q21,Q21.5_1,Q22,Q22.5_1,Q23,Q23.5_1,Q24,Q24.5_1,Q25,Q25.5_1,Q26,Q26.5_1,Q27,Q27.5_1,Q28,Q28.5_1,Q29,Q29.5_1,Q30,Q30.5_1,Q31,Q31.5_1,Q32,Q32.5_1,Q33,Q33.5_1,Q34,Q34.5_1,Q35,Q35.5_1,Q36,Q36.5_1,Q37,Q37.5_1,Q38,Q38.5_1,Q39,Q39.5_1,Q40,Q40.5_1,Q41,Q41.5_1,Q42,Q42.5_1,Q43,Q43.5_1,Q44,Q44.5_1,Q45,Q45.5_1,Q46,Q46.5_1,Q47,Q47.5_1,Q48,Q48.5_1,Q49,Q49.5_1,Q50,Q50.5_1,Q51,Q51.5_1,Q52,Q52.5_1,Q53,Q53.5_1,Q54,Q54.5_1,Q55,Q55.5_1,Q56,Q56.5_1,Q57,Q57.5_1,Q58,Q58.5_1,Q59,Q59.5_1,Q60,Q60.5_1,Q61,Q61.5_1,Q62,Q62.5_1,Q63,Q63.5_1,Q64,Q64.5_1,Q383,Q383_2_TEXT,Q383_3_TEXT,Q381,1,2,3,4,5,6,7,8,mturkcode
2022-06-03 11:49:47,2022-06-03 12:04:03,IP Address,128.62.36.80,100,855,True,2022-06-03 12:04:03,R_ePZVJZU6abQN1DP,,,,,30.2887,-97.7398,anonymous,EN,yes,1,6.1.1,Female,Black or African American,Hispanic or Latino,yes,5,no,,yes,6,no,,yes,7,no,,yes,2,yes,1,yes,2,yes,4,yes,3,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-06 09:13:32,2022-06-06 09:38:48,IP Address,128.62.36.133,100,1516,True,2022-06-06 09:38:49,R_01eHEKxVq6qj2Kd,,,,,30.2887,-97.7398,anonymous,EN,yes,1,5.1.3,Female,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,4,no,,yes,7,no,,yes,4,yes,5,no,,no,,yes,4,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-06 09:39:31,2022-06-06 09:46:58,IP Address,128.62.36.133,100,447,True,2022-06-06 09:46:59,R_2ZIlKJSRhFlxeuK,,,,,30.2887,-97.7398,anonymous,EN,yes,5,5.5.4,Male,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,1,yes,7,yes,7,yes,5,yes,4,yes,4,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-07 08:19:55,2022-06-07 09:03:38,IP Address,128.62.35.155,100,2622,True,2022-06-07 09:03:39,R_O8plGbvPFOkYmyd,,,,,30.2887,-97.7398,anonymous,EN,yes,2,6.2.1,Female,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,3,yes,2,yes,4,yes,6,yes,2,yes,7,yes,7,yes,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,broken bone,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-07 09:18:59,2022-06-07 10:13:00,IP Address,128.62.35.155,100,3240,True,2022-06-07 10:13:01,R_24isbcGgxH8Bp6n,,,,,30.2887,-97.7398,anonymous,EN,yes,5,4.5.1,Female,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,1,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,yes,4,yes,7,yes,7,yes,1,yes,1,yes,1,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-15 08:29:32,2022-06-15 08:44:09,IP Address,128.62.49.183,100,876,True,2022-06-15 08:44:10,R_2ZQdtymNDGXcBL2,,,,,30.2887,-97.7398,anonymous,EN,yes,5,4.5.1 [excluded],Female,,,yes,5,no,,no,,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,yes,3,yes,7,yes,7,yes,4,yes,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,"paper cut,splinter,skinned knees,bee sting,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-15 15:43:57,2022-06-15 16:11:20,IP Address,128.62.42.150,100,1643,True,2022-06-15 16:11:21,R_3MDWlQ32W5MZ4hy,,,,,30.2887,-97.7398,anonymous,EN,yes,1,4.1.1,Male,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,4,yes,4,yes,4,yes,4,yes,4,yes,4,yes,4,yes,4,yes,4,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsure,,,"splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-17 08:33:18,2022-06-17 09:08:30,IP Address,128.62.32.87,100,2111,True,2022-06-17 09:08:31,R_1jO3tyg6rZieqvi,,,,,30.2887,-97.7398,anonymous,EN,yes,3,6.3.1,Female,,,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,yes,2,yes,1,yes,6,yes,3,yes,4,yes,7,yes,1,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-17 09:26:46,2022-06-17 09:37:15,IP Address,128.62.32.87,100,628,True,2022-06-17 09:37:16,R_3NvQkbomn3PaNqO,,,,,30.2887,-97.7398,anonymous,EN,yes,2,4.2.2,Male,,,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,3,no,,yes,2,yes,4,yes,6,yes,7,yes,5,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,broken bone,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-17 10:11:46,2022-06-17 10:34:41,IP Address,128.62.32.87,100,1375,True,2022-06-17 10:34:43,R_2th4erzGGMdFR29,,,,,30.2887,-97.7398,anonymous,EN,yes,4,6.4.1,Female,,,yes,5,no,,yes,5,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,yes,1,yes,7,no,,yes,1,no,,no,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"splinter,skinned knees,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-20 08:06:48,2022-06-20 08:24:26,IP Address,128.62.46.66,100,1057,True,2022-06-20 08:24:27,R_yxe2xo6xZoWy4tr,,,,,30.2887,-97.7398,anonymous,EN,yes,1,4.1.3 [excluded; already tested],Male,,,yes,5,no,,yes,7,yes,1,yes,6,yes,4,yes,3,yes,2,yes,1,yes,7,yes,7,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,broken bone,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-20 08:26:54,2022-06-20 08:38:31,IP Address,128.62.46.66,100,697,True,2022-06-20 08:38:31,R_2U48AKHHiXvehsZ,,,,,30.2887,-97.7398,anonymous,EN,yes,2,5.2.3,Female,,,yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,4,yes,5,yes,4,yes,2,no,,yes,6,yes,5,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-20 08:40:58,2022-06-20 08:52:55,IP Address,128.62.46.66,100,717,True,2022-06-20 08:52:56,R_3MtFxv6P23eYrTb,,,,,30.2887,-97.7398,anonymous,EN,yes,5,6.5.1,Male,,,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,yes,7,yes,4,no,,yes,4,yes,2,yes,6,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,bee sting,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-20 08:56:25,2022-06-20 09:05:57,IP Address,128.62.46.66,100,572,True,2022-06-20 09:05:58,R_2uPTuhj8fzkpXRx,,,,,30.2887,-97.7398,anonymous,EN,yes,3,5.3.3,Male,,,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,no,,no,,yes,7,yes,7,yes,1,yes,1,no,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsure,,,"broken bone,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-20 09:08:50,2022-06-22 08:38:35,IP Address,128.62.39.198,100,170984,True,2022-06-22 08:38:35,R_3OpPNVu3aZJD6SZ,,,,,30.3075,-97.7271,anonymous,EN,yes,4,5.4.3 [excluded],Female,,,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,yes,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,4,yes,1,yes,7,yes,1,yes,4,yes,2,yes,4,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"splinter,skinned knees,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-24 08:10:30,2022-06-24 08:21:02,IP Address,128.62.16.251,100,632,True,2022-06-24 08:21:02,R_27J8GArsdTS1mOI,,,,,30.2887,-97.7398,anonymous,EN,yes,1,4.1.3,Female,"Asian,White or Caucasian",Non-Hispanic or Non-Latino,yes,5,no,,yes,6,no,,yes,7,no,,no,,yes,6,yes,5,yes,6,yes,7,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"skinned knees,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-24 08:21:20,2022-06-24 08:26:24,IP Address,128.62.16.251,100,303,True,2022-06-24 08:26:25,R_1kL9NndX5KzfaFU,,,,,30.2887,-97.7398,anonymous,EN,yes,1,7.1.1,Female,,,yes,5,no,,yes,6,yes,2,yes,7,yes,5,yes,3,yes,7,yes,3,yes,4,yes,6,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-26 11:54:47,2022-06-26 12:09:07,IP Address,128.62.16.154,100,860,True,2022-06-26 12:09:08,R_1ghZXQKFeI34hV9,,,,,30.2887,-97.7398,anonymous,EN,yes,4,5.4.3,Female,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,3,no,,yes,7,yes,4,yes,4,no,,no,,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-26 12:22:58,2022-06-26 12:31:42,IP Address,128.62.16.154,100,523,True,2022-06-26 12:31:43,R_2zusRB8tkDNmQTl,,,,,30.2887,-97.7398,anonymous,EN,yes,2,4.2.3 [excluded],Female,,,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,yes,7,no,,no,,no,,yes,7,yes,7,yes,7,yes,7,yes,7,yes,7,yes,7,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,said yes to control; freshly 4 so makes sense,,"paper cut,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-01 08:13:05,2022-07-01 08:34:40,IP Address,128.62.41.40,100,1295,True,2022-07-01 08:34:41,R_3iVjRjALo7ZTmEZ,,,,,30.2887,-97.7398,anonymous,EN,yes,2,4.2.3,Female,,,yes,5,no,,no,,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,1,yes,7,yes,7,no,,yes,7,yes,7,yes,7,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsure,,,"paper cut,skinned knees,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-01 08:38:34,2022-07-01 08:48:55,IP Address,128.62.41.40,100,620,True,2022-07-01 08:48:56,R_3hmcvKpaAGhzMgp,,,,,30.2887,-97.7398,anonymous,EN,yes,3,4.3.3 [excluded],Male,,,yes,5,no,,yes,2,,,,,,,,,,,,,,,,,no,,no,,no,,yes,1,,,,,,,,,,,,,,,,,no,,yes,1,no,,no,,yes,4,yes,1,no,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsure,,,none,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-01 08:51:44,2022-07-01 09:00:51,IP Address,128.62.41.40,100,547,True,2022-07-01 09:00:52,R_07nlwPK7fHsoKZz,,,,,30.2887,-97.7398,anonymous,EN,yes,3,4.3.3,Male,,,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,yes,6,yes,1,yes,6,yes,4,yes,5,yes,7,yes,6,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"splinter,skinned knees,burned tongue",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-01 09:02:46,2022-07-01 09:14:35,IP Address,128.62.41.40,100,709,True,2022-07-01 09:14:36,R_2ZByvTSjSmlHoF4,,,,,30.2887,-97.7398,anonymous,EN,yes,6,5.6.3,Female,,,yes,5,no,,yes,1,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,4,yes,1,no,,yes,4,yes,2,yes,3,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-18 09:08:40,2022-07-18 09:39:51,IP Address,198.214.85.87,100,1870,True,2022-07-18 09:39:52,R_3HuzanHQu0MAFOb,,,,,30.2887,-97.7398,anonymous,EN,yes,5,4.5.3,Female,"Asian,White or Caucasian",Non-Hispanic or Non-Latino,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,yes,7,yes,4,yes,1,yes,5,yes,7,yes,4,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,broken bone,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-19 15:04:18,2022-07-19 15:26:38,IP Address,198.214.81.54,100,1339,True,2022-07-19 15:26:39,R_2QsO7f9a07vTI5e,,,,,30.2887,-97.7398,anonymous,EN,yes,6,4.6.3,Female,,,yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,yes,3,yes,1,yes,2,yes,7,yes,1,yes,6,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-25 10:51:10,2022-07-25 11:18:27,IP Address,128.62.47.137,100,1637,True,2022-07-25 11:18:28,R_22JqbAS54BFzJD8,,,,,30.2887,-97.7398,anonymous,EN,yes,7,4.7.3,Male,Black or African American,Non-Hispanic or Non-Latino,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,4,yes,1,yes,3,yes,1,yes,2,yes,5,yes,7,,,,,,,,,,,,,,,,,no,,,"skinned knees,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-15 09:32:14,2022-07-19 12:27:43,IP Address,97.98.115.239,0,356129,False,2022-07-26 12:27:47,R_ZdvW5bYVB8aGUr7,,,,,,,anonymous,EN,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-28 09:11:09,2022-07-28 09:30:14,IP Address,198.214.81.3,100,1144,True,2022-07-28 09:30:15,R_24cIiMsIiAPsRNF,,,,,30.2887,-97.7398,anonymous,EN,yes,6,6.6.1,Male,,,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,2,yes,5,yes,6,no,,yes,6,yes,2,yes,5,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,broken bone,splinter,skinned knees,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-28 10:37:02,2022-07-28 11:16:44,IP Address,128.62.41.37,100,2381,True,2022-07-28 11:16:44,R_3n8DNuWtH9FEe9I,,,,,30.2887,-97.7398,anonymous,EN,yes,2,4.2.4,Male,White or Caucasian,Non-Hispanic or Non-Latino,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,1,yes,3,yes,7,yes,7,yes,2,yes,1,yes,7,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-28 13:25:27,2022-07-28 13:42:45,IP Address,128.62.41.37,100,1037,True,2022-07-28 13:42:46,R_W3vRyNOIl2nzdsJ,,,,,30.2887,-97.7398,anonymous,EN,yes,2,7.2.1,Female,,,yes,5,no,,yes,5,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,1,yes,1,yes,1,no,,no,,yes,4,yes,7,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,"paper cut,splinter,skinned knees,burned tongue,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-07-29 08:48:14,2022-07-29 09:26:50,IP Address,198.214.81.159,100,2316,True,2022-07-29 09:26:51,R_1MWf01QBARoee37,,,,,30.2887,-97.7398,anonymous,EN,yes,7,5.7.3,Male,,,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,yes,5,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,5,yes,7,yes,3,yes,2,yes,6,yes,4,yes,4,yes,7,,,,,,,,,,,,,,,,,yes,,,"paper cut,splinter,skinned knees,bee sting,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
